High,Low,Open,Volume,Year,Month,Day,MA7,MA30,Volatility,Return,RSI,EMA12,EMA26,MACD,Signal,Vol_MA7,Volatility_Ratio,Lag1,Lag2,Target
13.732666969299316,13.394000053405762,13.526666641235352,92865000,2015,2,13,14.205428940909249,13.787844467163087,0.47246014148646265,0.004386864226918918,47.28727856261054,14.00815159193088,13.98249660337784,0.025654988553039715,0.03350878186552234,101227285.71428572,0.9173909914181806,13.525333404541016,14.186667442321776,1
13.713333129882812,13.43333339691162,13.713333129882812,59694000,2015,2,17,14.046952656337194,13.754599984486898,0.45173077428809744,0.0028462803614235366,48.409746343195344,13.948948728140731,13.95589189033466,-0.006943162193929098,0.025418393053632055,102205928.57142857,0.5840561387618695,13.584667205810549,13.525333404541016,1
13.744667053222656,13.506667137145996,13.611332893371582,40704000,2015,2,18,13.92409542628697,13.742088890075683,0.42722322593408807,0.0005383231478952588,55.68715190235574,13.899982267317249,13.931801137923802,-0.03181887060655342,0.013970940321594964,101069571.42857143,0.40273248837081105,13.623332977294922,13.584667205810549,1
14.162667274475098,13.583333015441896,13.666666984558104,77311500,2015,2,19,13.869143077305385,13.743044471740722,0.36053465657565975,0.035459277020091884,57.05003039487313,13.93290812164299,13.94529737366534,-0.012389252022350306,0.00869890185280591,104673214.28571428,0.7385987000358258,13.630666732788086,13.623332977294922,1
14.506667137145996,13.987333297729492,14.052000045776367,89731500,2015,2,20,13.876952580043248,13.756733385721843,0.3747503452332886,0.025506564298148016,63.51811943125356,14.016153022484348,13.984460529476191,0.031692493008156575,0.013297620083876045,105940928.57142857,0.846995596602689,14.11400032043457,13.630666732788086,0
14.546667098999023,13.755332946777344,14.37733268737793,127497000,2015,2,23,13.824952534266881,13.749444516499837,0.34898006371916734,-0.04500019733692007,46.564887371745314,13.986385960854019,13.972475832617748,0.01391012823627058,0.013420121714354954,103221000.0,1.2351847007876304,14.473999977111816,14.11400032043457,0
13.81933307647705,13.446666717529297,13.81933307647705,99054000,2015,2,24,13.836666788373675,13.743777847290039,0.3384643019133603,-0.015578320500655662,35.220910334726625,13.928070148920874,13.945428228963737,-0.017358080042862767,0.00726448136291141,83836714.28571428,1.1815109984203989,13.822667121887209,14.473999977111816,0
13.809332847595217,13.505332946777344,13.662667274475098,58642500,2015,2,25,13.836571420942034,13.747222264607748,0.3385472246101607,-0.001714777553045277,34.711596814013944,13.87513622351598,13.918655740432278,-0.04351951691629807,-0.0028923182929304877,78947785.71428572,0.7428010737657529,13.607333183288574,13.822667121887209,1
14.072667121887209,13.481332778930664,13.600000381469728,97093500,2015,2,26,13.863619123186385,13.753755601247152,0.3260023223274633,0.016833573717678796,36.021068165496544,13.86552555728358,13.910804714696953,-0.04527915741337374,-0.011369686117019138,84290571.42857143,1.151890399536298,13.583999633789062,13.607333183288574,0
13.903332710266112,13.520000457763672,13.793333053588867,58231500,2015,2,27,13.85295241219657,13.777422269185385,0.33596415802790647,-0.0185820116516362,35.8612236842789,13.817906203218318,13.88452286589417,-0.06661666267585176,-0.022419081428785664,86794500.0,0.6709123273940168,13.812666893005373,13.583999633789062,0
13.555999755859377,13.055333137512209,13.513333320617676,118831500,2015,3,2,13.715999875749862,13.789555581410726,0.4009295350765136,-0.02955644716492256,31.83702647695658,13.715971797385903,13.830508769554424,-0.11453697216852099,-0.040842659576732734,92725928.57142857,1.281534753339912,13.555999755859377,13.812666893005373,1
13.349332809448242,13.021332740783691,13.120667457580566,66484500,2015,3,3,13.54885700770787,13.803977807362875,0.24633635876517537,0.011300918070464627,35.19731729284945,13.652591505606207,13.791508112610975,-0.13891660700476827,-0.06045744906233984,89404928.57142857,0.7436335005500656,13.155332565307615,13.555999755859377,1
13.501333236694336,13.147333145141602,13.283332824707031,63330000,2015,3,4,13.50219031742641,13.827333386739095,0.2147351096948865,0.014431779204035822,40.73345502478829,13.628500549346327,13.769618644263273,-0.14111809491694594,-0.07658957823326107,80238214.28571428,0.7892747933608407,13.303999900817873,13.155332565307615,0
13.746000289916992,13.34333324432373,13.523332595825195,73155000,2015,3,5,13.46904741014753,13.836355590820313,0.21370370343672065,-0.008940979178158281,47.64594477854936,13.589551669806342,13.740412287824249,-0.15086061801790684,-0.09144378619019022,76538357.14285715,0.9557952735183198,13.496000289916992,13.303999900817873,0
13.383333206176758,12.8100004196167,13.280667304992676,100686000,2015,3,6,13.37495218004499,13.819155597686768,0.28706839251086347,-0.0336440083328029,40.78284774198018,13.487364185693256,13.680036045990697,-0.1926718602974411,-0.1116894010116404,82544571.42857143,1.2197773670328758,13.375332832336426,13.496000289916992,0
12.965999603271484,12.550000190734863,12.959333419799805,101050500,2015,3,9,13.219618797302246,13.796022256215414,0.304401320810679,-0.015473474370690687,37.98824415160704,13.37012865155678,13.609317317680732,-0.23918866612395284,-0.1371892540341029,83109857.14285715,1.2158666068491102,12.925333023071287,13.375332832336426,0
12.899999618530272,12.506667137145996,12.564000129699709,83695500,2015,3,10,13.095618792942592,13.759955565134684,0.32088306943278205,-0.0029337926038629503,37.49116055072113,13.265185739831397,13.54107157010007,-0.27588583026867397,-0.16492856928101712,86747571.42857143,0.9648166354595352,12.725333213806152,12.925333023071287,1
13.07866668701172,12.734000205993652,12.743332862854004,74623500,2015,3,11,13.061428478785924,13.732755565643311,0.326167101097017,0.017969786081706296,32.94744769774516,13.211464913120558,13.494769999441615,-0.28330508632105733,-0.18860387268902518,80432142.85714285,0.9277820700679367,12.687999725341797,12.725333213806152,0
12.963333129882812,12.649999618530272,12.916666984558104,62239500,2015,3,12,12.980571338108607,13.714311122894287,0.32616710109701547,-0.013781390917263936,23.93918673989873,13.138624144344574,13.438712956229397,-0.30008881188482306,-0.21090086052818474,79825714.28571428,0.7796923655105766,12.916000366210938,12.687999725341797,0
12.783332824707031,12.48799991607666,12.596667289733888,81514500,2015,3,13,12.849523680550712,13.677600002288818,0.26266448541162296,-0.01250849663327791,28.08833543922981,13.052476843216443,13.375005825176235,-0.32252898195979185,-0.2332264848145062,82423500.0,0.988971591839706,12.73799991607666,12.916000366210938,1
